,Unnamed: 0,original_video_name,hash_video_name,content,fps,codec,resolution,bitrate,begin_time
0,0,EPLDay_HEVC_HFR_288p_300K_0.y4m,247799275479585618019058483819076443789.y4m,EPLDay,50.0,HEVC,512x288,300K,0
1,1,EPLDay_HEVC_HFR_540p_1900K_0.y4m,330698912276783590094463162885808080477.y4m,EPLDay,50.0,HEVC,960x540,1900K,0
2,2,EPLDay_HEVC_HFR_396p_900K_0.y4m,34042991574486238429383175517183477426.y4m,EPLDay,50.0,HEVC,704x396,900K,0
3,3,EPLDay_HEVC_HFR_396p_600K_0.y4m,125490425725583983348182992488916325638.y4m,EPLDay,50.0,HEVC,704x396,600K,0
4,4,EPLDay_HEVC_HFR_540p_1100K_0.y4m,187298059111511550202499426278689534803.y4m,EPLDay,50.0,HEVC,960x540,1100K,0
5,5,EPLDay_HEVC_SFR_288p_300K_0.y4m,334748175482133469618407515551591356761.y4m,EPLDay,25.0,HEVC,512x288,300K,0
6,6,EPLDay_HEVC_SFR_396p_900K_0.y4m,171337782888492268057044536624888338517.y4m,EPLDay,25.0,HEVC,704x396,900K,0
7,7,EPLDay_HEVC_SFR_396p_600K_0.y4m,281094568428745226250575904028991070755.y4m,EPLDay,25.0,HEVC,704x396,600K,0
8,8,EPLDay_HEVC_SFR_540p_1900K_0.y4m,193715919282290054117381361703089484676.y4m,EPLDay,25.0,HEVC,960x540,1900K,0
9,9,EPLDay_HEVC_SFR_540p_1100K_0.y4m,247782123912345390124696275053651320593.y4m,EPLDay,25.0,HEVC,960x540,1100K,0
10,10,EPLDay_AVC_HFR_288p_300K_0.y4m,330243685429659789904924039141435617840.y4m,EPLDay,50.0,AVC,512x288,300K,0
11,11,EPLDay_AVC_HFR_396p_600K_0.y4m,202621991564024156929890580686566821059.y4m,EPLDay,50.0,AVC,704x396,600K,0
12,12,EPLDay_AVC_HFR_396p_900K_0.y4m,184319621099233508945272130926829570888.y4m,EPLDay,50.0,AVC,704x396,900K,0
13,13,EPLDay_AVC_HFR_540p_1300K_0.y4m,113322231157512440684639196919729238573.y4m,EPLDay,50.0,AVC,960x540,1300K,0
14,14,EPLDay_AVC_SFR_288p_200K_0.y4m,81821650464797119233884171635691454890.y4m,EPLDay,25.0,AVC,512x288,200K,0
15,15,EPLDay_AVC_HFR_540p_1900K_0.y4m,106066611185684705843958823534876857129.y4m,EPLDay,50.0,AVC,960x540,1900K,0
16,16,EPLDay_AVC_SFR_396p_400K_0.y4m,180258876450600071489037058269732414212.y4m,EPLDay,25.0,AVC,704x396,400K,0
17,17,EPLDay_AVC_HFR_720p_2200K_0.y4m,177676884190736148190593115449487875396.y4m,EPLDay,50.0,AVC,1280x720,2200K,0
18,18,EPLDay_AVC_SFR_396p_800K_0.y4m,60566402529378514910976425631595438513.y4m,EPLDay,25.0,AVC,704x396,800K,0
19,19,EPLDay_AVC_SFR_540p_1200K_0.y4m,134893010114097202757121043044807475416.y4m,EPLDay,25.0,AVC,960x540,1200K,0
20,20,EPLDay_AVC_SFR_540p_1800K_0.y4m,87711263632846160488309817835132897308.y4m,EPLDay,25.0,AVC,960x540,1800K,0
21,21,EPLDay_AVC_SFR_720p_2000K_0.y4m,337667658880335957916367300810436789849.y4m,EPLDay,25.0,AVC,1280x720,2000K,0
22,22,EPLDay_HEVC_HFR_720p_2200K_0.y4m,118350720227216751299228064904613188359.y4m,EPLDay,50.0,HEVC,1280x720,2200K,0
23,23,EPLDay_HEVC_SFR_720p_2200K_0.y4m,219868172228757137392660119532843249475.y4m,EPLDay,25.0,HEVC,1280x720,2200K,0
24,24,EPLDay_HEVC_HFR_288p_300K_8.y4m,28651004939841350920796654612633127537.y4m,EPLDay,50.0,HEVC,512x288,300K,8
25,25,EPLDay_HEVC_HFR_540p_1900K_8.y4m,114064853416794612890460312490235053215.y4m,EPLDay,50.0,HEVC,960x540,1900K,8
26,26,EPLDay_HEVC_HFR_396p_900K_8.y4m,329357639442062393615932168212647518001.y4m,EPLDay,50.0,HEVC,704x396,900K,8
27,27,EPLDay_HEVC_HFR_396p_600K_8.y4m,288857684598560264085519527860329257950.y4m,EPLDay,50.0,HEVC,704x396,600K,8
28,28,EPLDay_HEVC_HFR_540p_1100K_8.y4m,313644340709534594306808168878359142918.y4m,EPLDay,50.0,HEVC,960x540,1100K,8
29,29,EPLDay_HEVC_SFR_288p_300K_8.y4m,327524834091511757649704690884484934405.y4m,EPLDay,25.0,HEVC,512x288,300K,8
30,30,EPLDay_HEVC_SFR_396p_900K_8.y4m,124207145255284870457375744892119160398.y4m,EPLDay,25.0,HEVC,704x396,900K,8
31,31,EPLDay_HEVC_SFR_396p_600K_8.y4m,220550749928157748072722023008525912383.y4m,EPLDay,25.0,HEVC,704x396,600K,8
32,32,EPLDay_HEVC_SFR_540p_1900K_8.y4m,45981441565324764851657808922742218952.y4m,EPLDay,25.0,HEVC,960x540,1900K,8
33,33,EPLDay_HEVC_SFR_540p_1100K_8.y4m,220546252143487811100015042744542329515.y4m,EPLDay,25.0,HEVC,960x540,1100K,8
34,34,EPLDay_AVC_HFR_288p_300K_8.y4m,211600389569040273709811112445749526741.y4m,EPLDay,50.0,AVC,512x288,300K,8
35,35,EPLDay_AVC_HFR_396p_600K_8.y4m,218390395050703807610449557399700576369.y4m,EPLDay,50.0,AVC,704x396,600K,8
36,36,EPLDay_AVC_HFR_396p_900K_8.y4m,313216493380300455888566308392342173261.y4m,EPLDay,50.0,AVC,704x396,900K,8
37,37,EPLDay_AVC_HFR_540p_1300K_8.y4m,72763497578819914658274267257790687897.y4m,EPLDay,50.0,AVC,960x540,1300K,8
38,38,EPLDay_AVC_SFR_288p_200K_8.y4m,193213294464486884687111374640052161991.y4m,EPLDay,25.0,AVC,512x288,200K,8
39,39,EPLDay_AVC_HFR_540p_1900K_8.y4m,74383220702311185016850598391928640231.y4m,EPLDay,50.0,AVC,960x540,1900K,8
40,40,EPLDay_AVC_SFR_396p_400K_8.y4m,301372012356261046652938520365670861051.y4m,EPLDay,25.0,AVC,704x396,400K,8
41,41,EPLDay_AVC_HFR_720p_2200K_8.y4m,297786564474114883459706089508755735377.y4m,EPLDay,50.0,AVC,1280x720,2200K,8
42,42,EPLDay_AVC_SFR_396p_800K_8.y4m,96412898465411765558531014687350516276.y4m,EPLDay,25.0,AVC,704x396,800K,8
43,43,EPLDay_AVC_SFR_540p_1200K_8.y4m,276407339827074707896189415897795030655.y4m,EPLDay,25.0,AVC,960x540,1200K,8
44,44,EPLDay_AVC_SFR_540p_1800K_8.y4m,94034036498422274354815851509622382539.y4m,EPLDay,25.0,AVC,960x540,1800K,8
45,45,EPLDay_AVC_SFR_720p_2000K_8.y4m,88315416891098343390034520037631575293.y4m,EPLDay,25.0,AVC,1280x720,2000K,8
46,46,EPLDay_HEVC_HFR_720p_2200K_8.y4m,226837749413597047420881072959313883501.y4m,EPLDay,50.0,HEVC,1280x720,2200K,8
47,47,EPLDay_HEVC_SFR_720p_2200K_8.y4m,145474310034659688015345021313606840282.y4m,EPLDay,25.0,HEVC,1280x720,2200K,8
48,48,EPLNight_HEVC_HFR_288p_300K_0.y4m,283005392929254373615021696232526879145.y4m,EPLNight,50.0,HEVC,512x288,300K,0
49,49,EPLNight_HEVC_HFR_396p_600K_0.y4m,225306515036916083436499172046384793485.y4m,EPLNight,50.0,HEVC,704x396,600K,0
50,50,EPLNight_HEVC_HFR_396p_900K_0.y4m,33746680407033697278939205569857135216.y4m,EPLNight,50.0,HEVC,704x396,900K,0
51,51,EPLNight_HEVC_HFR_540p_1100K_0.y4m,119352662079414833188989206508630620255.y4m,EPLNight,50.0,HEVC,960x540,1100K,0
52,52,EPLNight_HEVC_HFR_540p_1900K_0.y4m,136992981622422181421132609511619238046.y4m,EPLNight,50.0,HEVC,960x540,1900K,0
53,53,EPLNight_HEVC_SFR_288p_300K_0.y4m,79241690749769548974107736132301914565.y4m,EPLNight,25.0,HEVC,512x288,300K,0
54,54,EPLNight_HEVC_SFR_396p_600K_0.y4m,314445694172655561857797574770537949161.y4m,EPLNight,25.0,HEVC,704x396,600K,0
55,55,EPLNight_HEVC_SFR_540p_1100K_0.y4m,209129979875576685315713041037133837753.y4m,EPLNight,25.0,HEVC,960x540,1100K,0
56,56,EPLNight_HEVC_SFR_396p_900K_0.y4m,143117248474984157175745521494359596324.y4m,EPLNight,25.0,HEVC,704x396,900K,0
57,57,EPLNight_AVC_HFR_288p_300K_0.y4m,301141931621972643742095367663127565233.y4m,EPLNight,50.0,AVC,512x288,300K,0
58,58,EPLNight_AVC_HFR_396p_600K_0.y4m,271801356920490594927768501601244811159.y4m,EPLNight,50.0,AVC,704x396,600K,0
59,59,EPLNight_AVC_HFR_396p_900K_0.y4m,244214116995982826600871960629043916600.y4m,EPLNight,50.0,AVC,704x396,900K,0
60,60,EPLNight_AVC_SFR_288p_200K_0.y4m,334995483810535216847662955978339735665.y4m,EPLNight,25.0,AVC,512x288,200K,0
61,61,EPLNight_AVC_HFR_540p_1300K_0.y4m,140418891307973177988809877275652937509.y4m,EPLNight,50.0,AVC,960x540,1300K,0
62,62,EPLNight_AVC_SFR_396p_400K_0.y4m,312379466294792854993506717778777610507.y4m,EPLNight,25.0,AVC,704x396,400K,0
63,63,EPLNight_AVC_HFR_540p_1900K_0.y4m,161637059544618047628905344138524073781.y4m,EPLNight,50.0,AVC,960x540,1900K,0
64,64,EPLNight_AVC_HFR_720p_2200K_0.y4m,183818464567138483221404171067239884576.y4m,EPLNight,50.0,AVC,1280x720,2200K,0
65,65,EPLNight_AVC_SFR_396p_800K_0.y4m,325273396641050073384448065268679172622.y4m,EPLNight,25.0,AVC,704x396,800K,0
66,66,EPLNight_AVC_SFR_540p_1200K_0.y4m,189618431223948422201870436657855489365.y4m,EPLNight,25.0,AVC,960x540,1200K,0
67,67,EPLNight_HEVC_SFR_720p_2200K_0.y4m,14355760933860173731675425852640722611.y4m,EPLNight,25.0,HEVC,1280x720,2200K,0
68,68,EPLNight_AVC_SFR_540p_1800K_0.y4m,89599380031247215274206260379241778189.y4m,EPLNight,25.0,AVC,960x540,1800K,0
69,69,EPLNight_AVC_SFR_720p_2000K_0.y4m,322102479129483757585820767764373249461.y4m,EPLNight,25.0,AVC,1280x720,2000K,0
70,70,EPLNight_HEVC_HFR_720p_2200K_0.y4m,254602754268123448483349816960643389068.y4m,EPLNight,50.0,HEVC,1280x720,2200K,0
71,71,EPLNight_HEVC_SFR_540p_1900K_0.y4m,255282022672005947121716882838712453026.y4m,EPLNight,25.0,HEVC,960x540,1900K,0
72,72,TNFF_HEVC_SFR_288p_300K_16.y4m,195913895863575670331331817283558260690.y4m,TNFF,29.97,HEVC,512x288,300K,16
73,73,TNFF_HEVC_SFR_396p_600K_16.y4m,256224331243095858912592308393374604799.y4m,TNFF,29.97,HEVC,704x396,600K,16
74,74,TNFF_HEVC_SFR_396p_900K_16.y4m,275753993419725153383838464425506120748.y4m,TNFF,29.97,HEVC,704x396,900K,16
75,75,TNFF_HEVC_SFR_540p_1100K_16.y4m,280860897073756743985315496535564113653.y4m,TNFF,29.97,HEVC,960x540,1100K,16
76,76,TNFF_HEVC_SFR_540p_1900K_16.y4m,225222042209065316649653912024435216463.y4m,TNFF,29.97,HEVC,960x540,1900K,16
77,77,TNFF_HEVC_HFR_288p_300K_16.y4m,156904449378279480197565765953117560980.y4m,TNFF,59.94,HEVC,512x288,300K,16
78,78,TNFF_HEVC_HFR_396p_600K_16.y4m,214404244707195030625324902541207085594.y4m,TNFF,59.94,HEVC,704x396,600K,16
79,79,TNFF_HEVC_HFR_396p_900K_16.y4m,166314572925685549839693551865322005775.y4m,TNFF,59.94,HEVC,704x396,900K,16
80,80,TNFF_HEVC_HFR_540p_1100K_16.y4m,43168649094941460182098410453465772453.y4m,TNFF,59.94,HEVC,960x540,1100K,16
81,81,TNFF_HEVC_HFR_540p_1900K_16.y4m,336875307830761332793195498873571831587.y4m,TNFF,59.94,HEVC,960x540,1900K,16
82,82,TNFF_AVC_HFR_288p_300K_16.y4m,88380028405330925463203022444274285084.y4m,TNFF,59.94,AVC,512x288,300K,16
83,83,TNFF_AVC_HFR_396p_600K_16.y4m,267956806525482940188065099104244041648.y4m,TNFF,59.94,AVC,704x396,600K,16
84,84,TNFF_AVC_HFR_396p_900K_16.y4m,34525571221424433563914267200219502136.y4m,TNFF,59.94,AVC,704x396,900K,16
85,85,TNFF_AVC_SFR_288p_200K_16.y4m,162863598070787543864311813184619205005.y4m,TNFF,29.97,AVC,512x288,200K,16
86,86,TNFF_AVC_SFR_396p_400K_16.y4m,105657986898668319663333618207597997163.y4m,TNFF,29.97,AVC,704x396,400K,16
87,87,TNFF_AVC_HFR_540p_1300K_16.y4m,2216259868503876770420175780430146442.y4m,TNFF,59.94,AVC,960x540,1300K,16
88,88,TNFF_AVC_SFR_396p_800K_16.y4m,168827236464177048193393535681647049224.y4m,TNFF,29.97,AVC,704x396,800K,16
89,89,TNFF_AVC_HFR_540p_1900K_16.y4m,122258309174620402603193220961292925181.y4m,TNFF,59.94,AVC,960x540,1900K,16
90,90,TNFF_AVC_HFR_720p_2200K_16.y4m,98463578067699146494304933440100035453.y4m,TNFF,59.94,AVC,1280x720,2200K,16
91,91,TNFF_AVC_SFR_540p_1200K_16.y4m,325572937761775283041949225561560650206.y4m,TNFF,29.97,AVC,960x540,1200K,16
92,92,TNFF_AVC_SFR_540p_1800K_16.y4m,111404610716173654931954474331540265144.y4m,TNFF,29.97,AVC,960x540,1800K,16
93,93,TNFF_AVC_SFR_720p_2000K_16.y4m,65895504775898857410357066353030959010.y4m,TNFF,29.97,AVC,1280x720,2000K,16
94,94,TNFF_HEVC_HFR_720p_2200K_16.y4m,122929821148975351774037956914120178840.y4m,TNFF,59.94,HEVC,1280x720,2200K,16
95,95,TNFF_HEVC_SFR_720p_2200K_16.y4m,212364189504293014885876801026636739813.y4m,TNFF,29.97,HEVC,1280x720,2200K,16
96,96,TNFF_HEVC_SFR_288p_300K_144.y4m,30590764916250264597129325601611663311.y4m,TNFF,29.97,HEVC,512x288,300K,144
97,97,TNFF_HEVC_SFR_396p_600K_144.y4m,182157168317867125189351167444564526797.y4m,TNFF,29.97,HEVC,704x396,600K,144
98,98,TNFF_HEVC_SFR_396p_900K_144.y4m,288771886382383530352869774987104755294.y4m,TNFF,29.97,HEVC,704x396,900K,144
99,99,TNFF_HEVC_SFR_540p_1100K_144.y4m,62930852523704358936656404033657761886.y4m,TNFF,29.97,HEVC,960x540,1100K,144
100,100,TNFF_HEVC_SFR_540p_1900K_144.y4m,93328256706542773168291356633340504807.y4m,TNFF,29.97,HEVC,960x540,1900K,144
101,101,TNFF_HEVC_HFR_288p_300K_144.y4m,316740762095389944678109342512019426954.y4m,TNFF,59.94,HEVC,512x288,300K,144
102,102,TNFF_HEVC_HFR_396p_600K_144.y4m,24077592465009226304868652412277443232.y4m,TNFF,59.94,HEVC,704x396,600K,144
103,103,TNFF_HEVC_HFR_396p_900K_144.y4m,253844796835041788889216483918193819679.y4m,TNFF,59.94,HEVC,704x396,900K,144
104,104,TNFF_HEVC_HFR_540p_1100K_144.y4m,88309363507104323586152800886860905139.y4m,TNFF,59.94,HEVC,960x540,1100K,144
105,105,TNFF_HEVC_HFR_540p_1900K_144.y4m,46377042948321384180881294973766225099.y4m,TNFF,59.94,HEVC,960x540,1900K,144
106,106,TNFF_AVC_HFR_288p_300K_144.y4m,210910047146759413576953554531403056593.y4m,TNFF,59.94,AVC,512x288,300K,144
107,107,TNFF_AVC_HFR_396p_600K_144.y4m,28273251877129853798734113748509426129.y4m,TNFF,59.94,AVC,704x396,600K,144
108,108,TNFF_AVC_HFR_396p_900K_144.y4m,47712961831354663683093288463533217915.y4m,TNFF,59.94,AVC,704x396,900K,144
109,109,TNFF_AVC_SFR_288p_200K_144.y4m,150975641094223229983175925407667154399.y4m,TNFF,29.97,AVC,512x288,200K,144
110,110,TNFF_AVC_SFR_396p_400K_144.y4m,20428790591973698562275154384349337870.y4m,TNFF,29.97,AVC,704x396,400K,144
111,111,TNFF_AVC_HFR_540p_1300K_144.y4m,65565480736557673436310174972163512325.y4m,TNFF,59.94,AVC,960x540,1300K,144
112,112,TNFF_AVC_SFR_396p_800K_144.y4m,47313942769072554412047524475468174011.y4m,TNFF,29.97,AVC,704x396,800K,144
113,113,TNFF_AVC_HFR_540p_1900K_144.y4m,151679462551700766803044506051440512365.y4m,TNFF,59.94,AVC,960x540,1900K,144
114,114,TNFF_AVC_HFR_720p_2200K_144.y4m,47991026169440524977264633586016271986.y4m,TNFF,59.94,AVC,1280x720,2200K,144
115,115,TNFF_AVC_SFR_540p_1200K_144.y4m,192368723192203004695936935825363039056.y4m,TNFF,29.97,AVC,960x540,1200K,144
116,116,TNFF_AVC_SFR_540p_1800K_144.y4m,276505504924506612406633628089036401162.y4m,TNFF,29.97,AVC,960x540,1800K,144
117,117,TNFF_AVC_SFR_720p_2000K_144.y4m,70986140353213563733605911551451443744.y4m,TNFF,29.97,AVC,1280x720,2000K,144
118,118,TNFF_HEVC_HFR_720p_2200K_144.y4m,104107716277742175767611938605344405170.y4m,TNFF,59.94,HEVC,1280x720,2200K,144
119,119,TNFF_HEVC_SFR_720p_2200K_144.y4m,275928337971093463956942244159726419047.y4m,TNFF,29.97,HEVC,1280x720,2200K,144
120,120,TNFNFL_AVC_HFR_288p_300K_0.y4m,37747368638107780560344969287437680584.y4m,TNFNFL,59.94,AVC,512x288,300K,0
121,121,TNFNFL_AVC_HFR_396p_600K_0.y4m,329845217083174815794255607628563435035.y4m,TNFNFL,59.94,AVC,704x396,600K,0
122,122,TNFNFL_AVC_SFR_288p_200K_0.y4m,94642410580876051826243608271461975297.y4m,TNFNFL,29.97,AVC,512x288,200K,0
123,123,TNFNFL_AVC_HFR_396p_900K_0.y4m,246320518103021449329396541598379894224.y4m,TNFNFL,59.94,AVC,704x396,900K,0
124,124,TNFNFL_AVC_SFR_396p_400K_0.y4m,118020241481527181306766630823000514229.y4m,TNFNFL,29.97,AVC,704x396,400K,0
125,125,TNFNFL_AVC_HFR_540p_1300K_0.y4m,21772631763511610515359448641220322053.y4m,TNFNFL,59.94,AVC,960x540,1300K,0
126,126,TNFNFL_AVC_SFR_396p_800K_0.y4m,277364693454829038878994803394851189782.y4m,TNFNFL,29.97,AVC,704x396,800K,0
127,127,TNFNFL_AVC_HFR_540p_1900K_0.y4m,97479053583248573091348721389788156450.y4m,TNFNFL,59.94,AVC,960x540,1900K,0
128,128,TNFNFL_HEVC_HFR_288p_300K_0.y4m,281074250574708777933368175675791041620.y4m,TNFNFL,59.94,HEVC,512x288,300K,0
129,129,TNFNFL_AVC_HFR_720p_2200K_0.y4m,14299588383469745170635568006499641576.y4m,TNFNFL,59.94,AVC,1280x720,2200K,0
130,130,TNFNFL_AVC_SFR_540p_1200K_0.y4m,121649847168503303399072587470894640132.y4m,TNFNFL,29.97,AVC,960x540,1200K,0
131,131,TNFNFL_HEVC_HFR_396p_600K_0.y4m,148780398093569890309185963523923765906.y4m,TNFNFL,59.94,HEVC,704x396,600K,0
132,132,TNFNFL_AVC_SFR_540p_1800K_0.y4m,138691827497814229814377548512856056934.y4m,TNFNFL,29.97,AVC,960x540,1800K,0
133,133,TNFNFL_HEVC_HFR_396p_900K_0.y4m,15324870053611183598914739456546117526.y4m,TNFNFL,59.94,HEVC,704x396,900K,0
134,134,TNFNFL_HEVC_SFR_288p_300K_0.y4m,53644371848765098724854261231433522602.y4m,TNFNFL,29.97,HEVC,512x288,300K,0
135,135,TNFNFL_HEVC_HFR_540p_1100K_0.y4m,137216627784701331568611955323066510024.y4m,TNFNFL,59.94,HEVC,960x540,1100K,0
136,136,TNFNFL_AVC_SFR_720p_2000K_0.y4m,310001529999443597000915946138816843052.y4m,TNFNFL,29.97,AVC,1280x720,2000K,0
137,137,TNFNFL_HEVC_SFR_396p_600K_0.y4m,328471264072876523216026033918437401787.y4m,TNFNFL,29.97,HEVC,704x396,600K,0
138,138,TNFNFL_HEVC_SFR_396p_900K_0.y4m,116598126089666378079331731067261069417.y4m,TNFNFL,29.97,HEVC,704x396,900K,0
139,139,TNFNFL_HEVC_SFR_540p_1100K_0.y4m,21389282487617890959763953365015312314.y4m,TNFNFL,29.97,HEVC,960x540,1100K,0
140,140,TNFNFL_HEVC_HFR_540p_1900K_0.y4m,231500214070058543694510048677007043524.y4m,TNFNFL,59.94,HEVC,960x540,1900K,0
141,141,TNFNFL_HEVC_SFR_540p_1900K_0.y4m,257719836583319954961282471749337237918.y4m,TNFNFL,29.97,HEVC,960x540,1900K,0
142,142,TNFNFL_HEVC_SFR_720p_2200K_0.y4m,107972489709825899386726519673988859547.y4m,TNFNFL,29.97,HEVC,1280x720,2200K,0
143,143,TNFNFL_HEVC_HFR_720p_2200K_0.y4m,286944206728148461178567290794571858015.y4m,TNFNFL,59.94,HEVC,1280x720,2200K,0
144,144,USOpen_AVC_HFR_288p_300K_0.y4m,2614452269844054199558602051728143855.y4m,USOpen,50.0,AVC,512x288,300K,0
145,145,USOpen_AVC_HFR_396p_600K_0.y4m,172485354443147687495826236125528020826.y4m,USOpen,50.0,AVC,704x396,600K,0
146,146,USOpen_AVC_HFR_396p_900K_0.y4m,36034561471955561276398366404739123810.y4m,USOpen,50.0,AVC,704x396,900K,0
147,147,USOpen_AVC_HFR_540p_1300K_0.y4m,192218470441192607965650306309013103924.y4m,USOpen,50.0,AVC,960x540,1300K,0
148,148,USOpen_AVC_SFR_288p_200K_0.y4m,37374264030380859426384550060248411423.y4m,USOpen,25.0,AVC,512x288,200K,0
149,149,USOpen_AVC_SFR_396p_400K_0.y4m,4968677123091714835008116794343536377.y4m,USOpen,25.0,AVC,704x396,400K,0
150,150,USOpen_AVC_SFR_396p_800K_0.y4m,90939027582151633697168479729462541228.y4m,USOpen,25.0,AVC,704x396,800K,0
151,151,USOpen_AVC_SFR_540p_1200K_0.y4m,292338047405413932653900202604621258998.y4m,USOpen,25.0,AVC,960x540,1200K,0
152,152,USOpen_AVC_SFR_540p_1800K_0.y4m,203705833798557677211092233890945342702.y4m,USOpen,25.0,AVC,960x540,1800K,0
153,153,USOpen_AVC_SFR_720p_2000K_0.y4m,184436094980911102725228526334255999469.y4m,USOpen,25.0,AVC,1280x720,2000K,0
154,154,USOpen_AVC_HFR_540p_1900K_0.y4m,183601522320287053546561588992409606204.y4m,USOpen,50.0,AVC,960x540,1900K,0
155,155,USOpen_AVC_HFR_720p_2200K_0.y4m,73597536790541127537096780808876430199.y4m,USOpen,50.0,AVC,1280x720,2200K,0
156,156,USOpen_HEVC_HFR_288p_300K_0.y4m,92284195552565772263340456522515660041.y4m,USOpen,50.0,HEVC,512x288,300K,0
157,157,USOpen_HEVC_HFR_396p_600K_0.y4m,299608957606498972228503006920324598298.y4m,USOpen,50.0,HEVC,704x396,600K,0
158,158,USOpen_HEVC_HFR_720p_2200K_0.y4m,239617371481414318231513651333777452874.y4m,USOpen,50.0,HEVC,1280x720,2200K,0
159,159,USOpen_HEVC_HFR_396p_900K_0.y4m,284550720452949881889455822653316158335.y4m,USOpen,50.0,HEVC,704x396,900K,0
160,160,USOpen_HEVC_SFR_720p_2200K_0.y4m,96534691069420340436920574672247852046.y4m,USOpen,25.0,HEVC,1280x720,2200K,0
161,161,USOpen_HEVC_SFR_288p_300K_0.y4m,286951433403935184802412665827204090506.y4m,USOpen,25.0,HEVC,512x288,300K,0
162,162,USOpen_HEVC_HFR_540p_1100K_0.y4m,182576609951173873291276967015820370223.y4m,USOpen,50.0,HEVC,960x540,1100K,0
163,163,USOpen_HEVC_SFR_396p_600K_0.y4m,84429919623310113815384542778144500055.y4m,USOpen,25.0,HEVC,704x396,600K,0
164,164,USOpen_HEVC_SFR_396p_900K_0.y4m,211997388781223734257401675148318211510.y4m,USOpen,25.0,HEVC,704x396,900K,0
165,165,USOpen_HEVC_HFR_540p_1900K_0.y4m,33978979786134600066383782854845113141.y4m,USOpen,50.0,HEVC,960x540,1900K,0
166,166,USOpen_HEVC_SFR_540p_1100K_0.y4m,240792041345625778499795216370900368583.y4m,USOpen,25.0,HEVC,960x540,1100K,0
167,167,USOpen_HEVC_SFR_540p_1900K_0.y4m,49499124708754027432685319070855881831.y4m,USOpen,25.0,HEVC,960x540,1900K,0
168,168,USOpen_AVC_HFR_288p_300K_166.y4m,150659894948931297659024922918339500979.y4m,USOpen,50.0,AVC,512x288,300K,166
169,169,USOpen_AVC_HFR_396p_600K_166.y4m,122410070261929394509625114153233392833.y4m,USOpen,50.0,AVC,704x396,600K,166
170,170,USOpen_AVC_HFR_396p_900K_166.y4m,244367845322658182868244074376419905577.y4m,USOpen,50.0,AVC,704x396,900K,166
171,171,USOpen_AVC_HFR_540p_1300K_166.y4m,109127575612627929366188410917693732959.y4m,USOpen,50.0,AVC,960x540,1300K,166
172,172,USOpen_AVC_SFR_288p_200K_166.y4m,1547940232635734329014889938388036085.y4m,USOpen,25.0,AVC,512x288,200K,166
173,173,USOpen_AVC_SFR_396p_400K_166.y4m,145534927248202929853560107448893222087.y4m,USOpen,25.0,AVC,704x396,400K,166
174,174,USOpen_AVC_SFR_396p_800K_166.y4m,54061739469571495966455607393386097256.y4m,USOpen,25.0,AVC,704x396,800K,166
175,175,USOpen_AVC_SFR_540p_1200K_166.y4m,319386791475488267549161217458559166261.y4m,USOpen,25.0,AVC,960x540,1200K,166
176,176,USOpen_AVC_SFR_540p_1800K_166.y4m,138170236657205700260074755694361419287.y4m,USOpen,25.0,AVC,960x540,1800K,166
177,177,USOpen_AVC_SFR_720p_2000K_166.y4m,131391231083997715827021928687065400756.y4m,USOpen,25.0,AVC,1280x720,2000K,166
178,178,USOpen_AVC_HFR_540p_1900K_166.y4m,313590970083858616707491093722153201878.y4m,USOpen,50.0,AVC,960x540,1900K,166
179,179,USOpen_AVC_HFR_720p_2200K_166.y4m,58076610052517561630307538981440874601.y4m,USOpen,50.0,AVC,1280x720,2200K,166
180,180,USOpen_HEVC_HFR_288p_300K_166.y4m,317402513067647966989306182856900708951.y4m,USOpen,50.0,HEVC,512x288,300K,166
181,181,USOpen_HEVC_HFR_396p_600K_166.y4m,128316308472564432805182547030482099890.y4m,USOpen,50.0,HEVC,704x396,600K,166
182,182,USOpen_HEVC_HFR_720p_2200K_166.y4m,48028569953737628460524063580673987141.y4m,USOpen,50.0,HEVC,1280x720,2200K,166
183,183,USOpen_HEVC_HFR_396p_900K_166.y4m,255999921452040482592586759899843806667.y4m,USOpen,50.0,HEVC,704x396,900K,166
184,184,USOpen_HEVC_SFR_720p_2200K_166.y4m,145506730618490687621242412889311185264.y4m,USOpen,25.0,HEVC,1280x720,2200K,166
185,185,USOpen_HEVC_SFR_288p_300K_166.y4m,199264699369526265539743190065057784619.y4m,USOpen,25.0,HEVC,512x288,300K,166
186,186,USOpen_HEVC_HFR_540p_1100K_166.y4m,105942227825741890827028801182831893632.y4m,USOpen,50.0,HEVC,960x540,1100K,166
187,187,USOpen_HEVC_SFR_396p_600K_166.y4m,211748399537087526910336351022439753539.y4m,USOpen,25.0,HEVC,704x396,600K,166
188,188,USOpen_HEVC_SFR_396p_900K_166.y4m,64405083707180912825670956760747243419.y4m,USOpen,25.0,HEVC,704x396,900K,166
189,189,USOpen_HEVC_HFR_540p_1900K_166.y4m,247172007874212731710045241128136391856.y4m,USOpen,50.0,HEVC,960x540,1900K,166
190,190,USOpen_HEVC_SFR_540p_1100K_166.y4m,87033691991306674757508956115364558571.y4m,USOpen,25.0,HEVC,960x540,1100K,166
191,191,USOpen_HEVC_SFR_540p_1900K_166.y4m,20224377538311656524364753148444120368.y4m,USOpen,25.0,HEVC,960x540,1900K,166
