,Unnamed: 0,hash_name,score,first_session,video,raw_mos_zscore
238,238,288771886382383530352869774987104755294.y4m,42,False,TNFF_HEVC_SFR_396p_900K_144.y4m,45.134018
239,239,317402513067647966989306182856900708951.y4m,37,False,USOpen_HEVC_HFR_288p_300K_166.y4m,39.29671
240,240,208852576279080958674547809465491320795.y4m,25,False,Cricket1_AVC_SFR_288p_200K_86.y4m,25.28717
241,241,97479053583248573091348721389788156450.y4m,45,False,TNFNFL_AVC_HFR_540p_1900K_0.y4m,48.636402
242,242,253525516386645139743975349285036270272.y4m,46,False,Cricket1_AVC_SFR_396p_800K_86.y4m,49.803867
243,243,47313942769072554412047524475468174011.y4m,40,False,TNFF_AVC_SFR_396p_800K_144.y4m,42.7991
244,244,39759848095392529150455918876585462068.y4m,54,False,Cricket1_AVC_SFR_540p_1800K_86.y4m,59.14356
245,245,134893010114097202757121043044807475416.y4m,47,False,EPLDay_AVC_SFR_540p_1200K_0.y4m,50.97133
246,246,138691827497814229814377548512856056934.y4m,45,False,TNFNFL_AVC_SFR_540p_1800K_0.y4m,48.636402
247,247,336875307830761332793195498873571831587.y4m,47,False,TNFF_HEVC_HFR_540p_1900K_16.y4m,50.97133
248,248,274381275758492068211163685618458414579.y4m,54,False,Cricket1_HEVC_HFR_540p_1100K_86.y4m,59.14356
249,249,54061739469571495966455607393386097256.y4m,47,False,USOpen_AVC_SFR_396p_800K_166.y4m,50.97133
